x,y,cluster,sentiment,topic_proxy,review_id,review_text
0.54305965,0.047230117,1,Positive,product,59d95e0b5b52d038dc3a022b7c912969,muito bom alta qualidade
0.29565728,0.4219201,1,Positive,delivery,a0adf7a439816b22050d6bf433cbbff6,produto bonito entregue bem valado e dentro do prazo recomendo
-0.5119638,-0.036165982,2,Negative,product,c40a6b6e0181e5ec0d12cbc2e12c49d3,faltou produto e os que recebi veio quebrado
0.14836432,-0.16133702,5,Positive,delivery,5241fcad10d7b45a1761f1e1e1536faa,chegou dentro do prazo e o produto é de excelente qualidade acabou as dores nas costas estou dormindo muito bem
-0.35806707,-0.40999934,2,Negative,other,06f47dacd0575e592bf6a17e922ce6cd,aqui está descrevendo como entregue só que ate agora não recebi
0.24079241,0.21151483,1,Positive,product,d36219dfadc3a5b07ab66670d23915ad,acho que rastreando o produto devia ser melhor e mais preciso mas no geral foi uma ótima experiência
-0.4599201,-0.25641656,2,Positive,other,5230dc021b8ce3fe53ed728af873a6d1,ainda não tive a oportunidade de testar
0.058369026,-0.26084518,5,Neutral,other,4656b8ed41c17f6be05e911e211ecd8f,comecei a usar agora
-0.2294792,-0.39798194,3,Positive,other,8ef0597f9b1870cf46c81358425f0e24,nada a declarar
-0.019358665,0.3807125,3,Neutral,product,6b341682ab39af9fa00d72d7388c903b,comprar um produto correto na capa mas interno ser outro
0.24941422,-0.030791618,0,Neutral,delivery,e4f0765c572989acb3d2d17c911ccce4,entrega super rapida
-0.40436357,-0.06069386,2,Neutral,support,557ae9c16a8ea3909db2fc5a01bc5151,fiz um pedido de garrafas de azeite chegaram num dia e as outras quase horas depois contato com a loja muito dificil tanto via e mail qto por telef o suspense terminou mas lá não compro mais
0.41008717,0.3765495,1,Positive,product,5939898b5d2ac05454b2fe1aeecaad19,o produto chegou muito rapido e de boa qualidade recomendo o produto
-0.06159905,0.0024002343,4,Negative,product,cde97e23deec3aa11e838402378706ee,não posso estou aguardando a chegada do produto que comprei logo que isso aconteça terei minha opinião formada
-0.40001488,-0.032329313,2,Negative,product,3ff8285931cc9b54c9ad22ba78957f63,comprei dois produtos e recebi somente um mandei dois emails para a loja e não tive nenhum retorno estou insatisfeita
-0.39530045,0.15494418,2,Neutral,delivery,fdb0e5a14fb6456e28ce7b3b054b8843,não recomendaria esta loja nem pretendo voltar a comprar nela a mercadoria foi entregue após o prazo e quase mês após a compra no site das lannister costumam chegar antes do prazo estranhei muito
0.039859682,-0.39365712,5,Positive,other,deb6f26fd2c11c556bc9245fd9203469,atendeu minha expectativa
0.16657265,0.42381176,6,Positive,delivery,6591adaa3a855d13090d5fd151ad96c2,entrega antes do prazo produto muito prático e de fácil manuseio
-0.32338297,0.1859551,3,Positive,product,c4a20a1d2d634f814cca9311edd60e99,otimo produto só nao veio manual mas sem problemas
-0.35167938,-0.20706846,3,Positive,other,81e7291e2f92b492eb0340f4406c6897,uma das peças não encaixava estava de diâmetro diferente eu tive que serrar e martelar para poder caber e encaixar de resto tudo ok
0.4663223,0.15545598,1,Positive,product,eb6d75bedecae7b3dbea11b8530637d8,excelente produto
-0.27546507,0.02421946,2,Negative,delivery,a36150969fe6bd09ed011dd78aeb0189,demora na entrega detestei o atendimento e nunca mais compro baratheon quando vendia por eles mesmos era bem melhor
0.4525205,0.20776868,1,Positive,product,2c303fb6b2f9c16f324f7deb88e736fe,produto muito bom
-0.4288808,0.06258894,3,Negative,product,43992f6d75ecc01ddd8c748b9362bc81,o meu produto não chegou segundo o rastreio está parado em ribeirão preto sp
-0.4085101,0.29514423,3,Negative,product,8b4c14417bccab81710772ecb8b23fd6,produto deu defeito na vez de uso
0.41355342,0.26211035,1,Positive,product,3528296df9092b7a7b88bd036e3f8a8e,super recomendo produto profissional de qualidade
-0.42337155,0.06569285,2,Negative,product,252b934455d29ca8cc070504686ecc52,até agora não recebi o produto
-0.0192326,0.38804337,4,Negative,delivery,b736ff4204044e49e39062584d06fa74,a loja anuncia um produto e entrega outro
0.19948222,-0.51163745,5,Positive,other,c7475b2c4448321756b6136327f1394e,muito bom e rapido quando vi ja tinha chegado
0.40851527,0.19257268,1,Positive,product,44cdb9cb9c9f8d6bcea59e0b61b8df6a,o produto chegou muito bem
-0.3068423,-0.0105673075,3,Neutral,other,65b934c20d632fc2df0fd4723464fa78,apesar de ter sido entregue rapidamente substituíram a caixa meteoro pela caixa borne quando tentei reclamar nas lannister o sistema estaav fora do ar a guitarra e acessórios estavam corretos
0.46627516,-0.44962946,5,Positive,other,af9e54a155c1248534f1fa60179c6393,muito satisfeito
0.06751132,0.050284497,4,Positive,other,ea12cd666e65ef6cfc48e7ddd8596833,parabéns para loja e revendedor apesar de ter demorado um pouco
0.16108485,-0.04509525,0,Positive,delivery,8023f946d9b261cb0ecb604703427917,entregue dentro do prazo e com bom período de validade
0.19440804,-0.19167754,5,Positive,other,4faa35770cc4dbf5f2725bcebdd1bdc6,o jogo de toalhas é lindo mais bonito do que na foto amei
-0.49571925,0.19044313,3,Negative,product,c239d18d7e310e477d5e7b76b362db1d,produto foi entregue com umas das alças com problemas está faltando pino de fixação
-0.24926643,0.2152181,6,Negative,delivery,b3df5ccdfff218d039dd166e3da759f5,foi marcado o dia para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue o produto só foi entregue no dia
-0.12558441,0.11648459,4,Negative,delivery,c11da18223114c483b887b9914045f79,loja além do frete ser muito caro o produto leva quase dias úteis para chegar na sua casa
-0.17025447,0.04348155,3,Negative,product,6f885e2fd69412264d9e74e805175d53,recebi bem rápido porém veio outro produto e não o que eu pedi o modelo veio diferente a cor veio uma capinha que não tem zíper enfim não recomendo
0.34273982,-0.33159873,5,Positive,other,b83ba2a97932a8a661f5bf8eac7642bd,sempre comprei no stark e estou satisfeito
0.24170236,-0.15777543,5,Positive,other,a6c58307ee35180cf0dc1d39466db359,fiz a compra por tabela e graças a deus deu tudo certo fico muito grato pode confiar
-0.43992764,-0.16842404,2,Negative,delivery,f7eb8792e67d53e01a224bfa9b6802b2,cancelaram a minha compra um dia antes da entrega liguei para a lannister e os atendentes não sabiam o que estava acontecendo uma bagunça agora estou esperando para ver se vai ser cobrado
0.21034227,0.35983458,6,Positive,delivery,4940d39efaa50e020312724f6a6e5efa,produto de qualidade e eficiência na entrega recebi muito antes do combinado recomendo
0.3386528,0.0015538856,1,Positive,delivery,7bd303edd3865abe8addb98d2a2e6577,produto bom veio no dentro do prazo chegou em dias estão de parabéns
0.19245072,-0.16283838,5,Positive,delivery,11caa17c5966423a2f73ded6a13ad638,tudo ok o baratheon sempre responsável com a suas entregas
-0.20025815,-0.24161455,3,Negative,other,4dd68a0dee5ede8a445f797c46bca436,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei
-0.4335332,0.07820948,2,Negative,product,f55ac350831de6694d569e9c0176dacd,e muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada
0.16882528,-0.010303892,0,Positive,delivery,3fb929ba2924ff0a47858efb007ceee1,entrega rapida
0.116395846,0.24728164,6,Positive,delivery,58b27f28e98acdaec89d736d8ed79dd5,mercadoria certa entregue no prazo combinado grata
-0.023848765,-0.30277258,0,Negative,other,6280ca6a9e8c3a56b668ec8c5396caaf,passou dos dias previstos
-0.2866804,0.16605121,3,Neutral,product,968989a3b5192c9b9436fe7546acaca4,ao fazer a compra do kit entendi que receberia frascos de cápsulas cada e não frascos com cápsulas no total só não vou devolver porque estou precisando do produto
0.2284251,-0.088087946,0,Positive,delivery,dc92cf357f5eb4d61b6a95fed53d17e1,entrega bem antes do prazo perfeito
0.2674179,0.041894354,4,Positive,other,382d855ffdd4f5e66594dbfb1566e96f,cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes
0.24670158,0.20728996,1,Positive,delivery,06aa3111724159bb69b8568181ec05c4,bem rapido a entrega e bom comprar com vcs
-0.31411892,0.1420598,3,Negative,product,3db041dd46e9935752c691a2093799c2,produto não recomendo não ler em nenhum dispositivo
0.4197805,-0.32132944,5,Positive,delivery,9ad64902b6c9bfad48bbe4d17e4dcb4b,entrega super rápida parabéns
0.3492757,0.0098292455,0,Positive,other,6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,tudo rápido e eficiente
0.3207398,0.091878496,1,Positive,delivery,8f9aa50ee40780ba3f79614530a34ebe,creme maravilhoso e entrega super rápida
-0.53822577,-0.030621506,2,Negative,product,f3f77d01a24ce4da52b6f7e83e71498d,tentando cancelar o produto desde antes da emissão da nota fiscal não fui avisada que estava no correio não tive nenhuma resposta do cancelamento e nao consigo devolver
0.17652,-0.4407625,5,Positive,other,2fe0ca8fe19ae1ab68408a1235bbd054,chegou hoje sem comentários
-0.25918415,-0.09538977,2,Negative,product,b396ba75350276a6cc1993b6627dceea,boa noite é lamentável esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de reais um produto com defeito e até agora não me deu retor
0.38730907,-0.40439606,5,Positive,other,610a49f3e897c9295111d0a8c0d6e65b,muito bom aquilo que esperava
-0.33940214,0.18267837,3,Negative,product,f3401a1de0c152923ba58cf7b7d2b84a,a capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade
0.16993798,0.3965107,1,Neutral,product,ef9ef383ff6625e8e118db388ad3420d,no site o produto parece ter melhor qualidade de material e acabamento
0.031572968,0.2232978,6,Positive,delivery,5d6f9cddc8335878d8bf20c3bd4602e8,recebi meu produto corretamente e dentro do prazo verificando na caixa esta tudo correto mas ainda não montei produto lindo cor perfeita amamos super recomendo
-0.47603834,0.21258104,3,Neutral,product,f4d74b17cd63ee35efa82cd2567de911,a embalagem deixou a desejar por pouco o produto não foi danificado a caixa estava toda amassada
0.20076968,0.13871536,6,Positive,delivery,3a336941a21a96535c9b70e3d28be499,parabéns produto entregue bem antes do prazo atendeu às minhas necessidades
-0.38086843,-0.07063955,3,Neutral,other,f677a419ee4910ae12bf8cb73dc0d332,faltaram os cabos e o manual
0.32010275,-0.3360929,0,Positive,delivery,2e21bb397364fa799a4a1609fd2e6e3b,ótimo chegou bem antes do prazo
0.33828437,0.16204718,6,Positive,delivery,670e12015ba4dca0bc1d220aaf5c19f9,entregue no prazo produto muito bom
-0.39498198,0.24842593,3,Negative,product,7cae6dc895e8f5238f2300e103742ce2,o produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios lógico a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não ainda não testei
-0.010387495,-0.38900724,0,Positive,other,5e5ae81fbed794a34c7b44744b168a5f,acho q deveriam mandar por sedex ao invés de pac
-0.2873457,-0.054919623,2,Negative,delivery,af41ee42a3e2dc767023449fda6c12fa,última vez que compro pois hoje vai fazer mês que fiz a comprar e nada e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen
-0.26802474,-0.23208287,3,Positive,refund,d28138dcbee5d50ca9dddb812d21ce85,lindo só faltou instruções da troca de pulseiras
0.15401907,0.27218813,6,Positive,delivery,cc4e1115d5c84efa5976f12404569949,produto exatamente conforme descrito chegou bem antes do prazo
0.3288874,0.21017614,1,Positive,delivery,07b48dbc11677f5021dbefcaba550ed2,o produto chegou bem antes do prazo estipulado amei o atendimento super recomendo
-0.4277925,0.10462069,3,Negative,product,4f2d420b33665f546c373953c8dfb5fd,não gostei do produto material de péssima qualidade
-0.19794568,0.22415605,3,Negative,product,bfd1c687738141ef5861a1a1269ca855,dos dois produtos comprados foi entregue apenas um
-0.34600168,-0.0026016757,2,Negative,delivery,6724babb3b9952660bc345b5f5a4db07,nao compro mais na lannister se é parceiro da lannister ou não essa targaryen jamais uso novamente quando eu ler que é dessa empresa saio correndo um absurdo quase um mês para entregar extra com ok
0.0994778,0.033966832,6,Neutral,product,c5efc0219f2949a8f81d5e8b39b9ca0c,recebi corretamente o produto
-0.39961493,0.20325431,2,Positive,delivery,830cc72c5691e78c2cde500865e21e65,recebi o produto dentro do prazo informado ainda não utilizei
0.1974398,-0.09930457,0,Positive,other,8a310b56e4d05a7786d23986a1a49ae9,o pedido chegou antes do combinado muito bom
0.035070404,0.3638127,6,Positive,product,d44b85fda6987ad606e1b7c62dd481e4,produto entregue conforme anunciado
-0.10451373,-0.01337155,3,Neutral,product,5c1ba09de5c746017d406bd2cfefeca3,recebe apenas peça do produto estou precisando da peças restante
-0.15695503,0.027698986,3,Positive,other,700135724fcdc3170960fd95b8fb5904,o violão que comprei é lindo porém a cor do adesivo não confere com a foto do ato da compra mas aprovei
-0.5773739,-0.24383828,2,Negative,other,b54c1776f5955ced2f54c711c665a025,nem fizeram a nota fiscal
0.34377134,0.1245214,6,Positive,delivery,264527c876f418e7b43e09f0079942e2,chegou antes do prazo produto excelente
0.07520087,0.091488115,4,Positive,other,d6c0b888949f0c3f236d67f588913930,trabalho com profissionalismo das lojas lannister indico com certeza
-0.47813416,-0.0873166,2,Negative,refund,f4d2c6ed9bebda9d41573e30f3d629b5,o mp player não funciona mesmo trocando a pilha diversas vezes tive que devolver
0.47211498,0.19198021,1,Positive,product,91283389ca8846dd242990c799a85f5e,super recomendo o produto que é muito bom
0.058755323,0.08689042,0,Positive,other,5159ec80ded330546c2f4a3d23c911d2,pré treino muito bom um dos melhores do mercado se não for o melhor
-0.2537049,0.24325794,2,Positive,product,308400be88a43702db20fbb71b6cff74,a loja postou o produto de e mediato o correio demorou um pouco
0.315791,0.13075402,4,Positive,product,557d0e6fe3a03460bb041cd5b3f7427d,sempre compro no stark e sempre sou bem atendido site eficiente e produtos de ótima qualidade recomendo a todos podem comprar de olhos fechados
0.34656256,0.22140527,4,Positive,delivery,513f392b12d02aef2c303846b4710eb6,muito bom desde da compra a entrega td direitinho e rapido
-0.5178383,0.059909634,2,Negative,product,341ccd0a62b82793121e9ebdd1eafaf9,a targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia empresa falsa quero receber meus produtos que foram pagos com boleto bancari
0.15776749,0.45174822,6,Positive,delivery,396ca63a1ddba5ae532c35316166b90f,entrega e qualidade do produto de acordo com o esperado
0.5354857,-0.15793864,5,Positive,other,6d1e743b69d68d1864f8cb45e74be0d2,excelente recomendo
-0.08342487,-0.10543346,3,Neutral,other,0272d07f5d34a8c3d31272e7ff967e7b,a bolsa e muito bonita por fora mas dentro não tem forro e é bem fragil
-0.42675674,-0.014812671,2,Negative,refund,320ae91d4c5cb8164c168fc68392a5fb,quando instalei o cartucho de tinta a minha impressora indicou que o mesmo estava vazio e apresentou a mensagem de erro em cima do marcador de nível da tinta já solicitei a troca
0.4371348,0.25137547,1,Positive,product,80d8874af03512892908e3910ca8ed00,muito bom recomendo o produto
0.036275283,0.16668937,4,Positive,product,6d7d0a5e33c92adf782b137720eeefa6,quanto ao site não tenho o que questionar sempre cumprem super o combinado recomendo sempre mas o produto é fraco
0.49531597,-0.38786292,5,Positive,other,5f8ed42b9eee8adbd7344caca4ca507e,bom em todos os aspectos
0.28135216,-0.48678702,5,Positive,other,e5a35475f7efa7f6abac5febba3fb464,até hoje estou satisfeito com a sbmarino
-0.4582256,0.05534079,3,Negative,delivery,b92b5b1122f1298b87bc7882115db417,não foram entregue as duas capas de couro compradas apenas uma delas aguardo a devolução do dinheiro ou a entrega da segunda capa
0.006449051,-0.48369056,5,Neutral,other,f922b9d00a755863556181c1a366193d,fiquei feliz com o tecido mas acho que faltou o lençol de cima para ficar completo espero que logo lancem
0.24366833,-0.48590347,5,Positive,delivery,49f6f0bbf53f6d961deefc4d2fb0a6cd,chegou antes do prazo é a cabeceira é linda
-0.46576238,0.12696597,2,Neutral,delivery,7c43af1205ff01c2b95065b2b02b3343,houve alguma confusão entre vendedor e o stark pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega neguei e recebi o produto dias depois
0.26753414,-0.03965611,4,Positive,product,6b15d200f47b4e13b03d237fd0b1894e,gostei do produto chegou no tempo certo os vendedores estão de parabéns
0.4957263,-0.19911656,5,Positive,support,c25f2dc8ab33facf7a72f76c8a47d75a,atendimento excelente
-0.29245907,-0.37312385,3,Negative,other,f8499130452fd0f108a9a24454f51c32,no dia de maio usei e a à alça quebrou sem muito peso
0.1675634,-0.25691155,5,Positive,other,72093b147d797e6abbdf569bf07bf57f,toalha do maior campeão do brasil maravilhosa
0.29710293,0.18890259,6,Positive,delivery,4292f07bf6cb46aa563a430e6d9cf10b,a entrega foi realizado muito antes do previsto bom produto estou satisfeita
0.09182416,0.0062566176,6,Positive,delivery,1545c0d2c381662ba869e91e4c1aaca1,até agora tudo bem estou esperando a entrega do produto
0.078299925,0.35585275,6,Positive,product,032cfb72d792d30b6181b482d85f8d1a,a compra ocorreu como o esperado desde de o pedido até o recebimento do produto tudo bem certinho
-0.05201613,0.41139755,6,Positive,delivery,67c79a3a4b7d8e4fc8590fb8ca4d3f8a,o produto foi entregue antes do prazo
0.26056683,0.16022235,4,Positive,delivery,5fdcb2a2c4de7fbbf5715788535f4a96,gostei muito do produto era exatamente boque eu esperava entrega dentro do prazo parabéns recomendo a loja
-0.05029511,-0.07543126,3,Negative,product,8eaebf463e205cdcc126801ca343a33f,comprei o produto na cor preta e chegou na cor vermelha
0.10525827,0.28378382,4,Positive,delivery,90febfe6ab599694729eaba46be1d3ad,já é a segunda vez que compro nesta loja super eficiente entrega rápida e antes do prazo contratado produto bem embalado nota muito obrigado
-0.13874239,-0.011986077,3,Negative,other,5fd2d6fbe0e63511703a80078e938be5,pensei que a mochila fosse um material mais resistente
-0.45640022,0.17572573,2,Negative,product,ed2842d0aa7ac6285c7547d17f17da4d,comprei um produto e veio outro mandei msg informando o erro porém não obtive resposta obrigado
-0.18855974,0.18840262,6,Negative,product,9a8d24623d56c13f950247baa73f4c80,o produto demora muita para chegar
0.28706992,-0.29823825,5,Neutral,other,4b4f1f1ad3fcac5ed98109ed67b1d072,so recebemos um relogio pelo correio att
0.21813335,0.37276784,6,Positive,delivery,6d5cbd66b8b52a035e44276fdda28797,entrega rápida produto conforme esperado
0.36731482,0.16354015,1,Positive,product,f74dd1cc5d081bff126d062eec26f695,tudo como anunciado ótimo produto
0.27698565,0.4413257,1,Neutral,product,9d14b1424ca737608bc50f9d3c1a78bb,produto de boa qualidade exatamente conforme anunciado e o preço baixo é uma atrativo a mais
-0.18420696,-0.20486468,3,Negative,other,9ba260ed7e6a228e5e9910e035a70c7f,somente foi entregue uma unidade ao invés de duas
0.2855097,-0.022130102,1,Positive,delivery,a3d308c5563d93a99c7896bf7ff94e80,adorei o produto recebi antes do prazo combinado ficou muito bonito
0.46627516,-0.44962946,5,Positive,other,3f71ee62eb5acdc9b5121f6d99901583,muito satisfeito
